NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
"01126","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01126","2",5.0000000000000000e-01,"lb",2.2700000000000000e+02,,
"01127","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01127","2",5.0000000000000000e-01,"lb",2.2700000000000000e+02,,
"01128","1",1.0000000000000000e+00,"large",4.6000000000000000e+01,,
"01129","1",1.0000000000000000e+00,"cup, chopped",1.3600000000000000e+02,,
"01129","2",1.0000000000000000e+00,"tbsp",8.5000000000000000e+00,,
"01129","3",1.0000000000000000e+00,"large",5.0000000000000000e+01,,
"01130","1",1.0000000000000000e+00,"tbsp",1.5000000000000000e+01,,
"01130","2",1.0000000000000000e+00,"large",6.1000000000000000e+01,,
"01131","1",1.0000000000000000e+00,"large",5.0000000000000000e+01,,
"01132","1",1.0000000000000000e+00,"large",6.1000000000000000e+01,,
"01132","2",1.0000000000000000e+00,"tbsp",1.3699999999999999e+01,,
"01132","3",1.0000000000000000e+00,"cup",2.2000000000000000e+02,,
"01133","1",1.0000000000000000e+00,"cup, sifted",8.5000000000000000e+01,,
"01133","2",1.0000000000000000e+00,"tbsp",5.0000000000000000e+00,,
"01134","1",1.0000000000000000e+00,"cup, sifted",8.5000000000000000e+01,,
"01134","2",1.0000000000000000e+00,"tbsp",5.0000000000000000e+00,,
"01135","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01135","2",5.0000000000000000e-01,"lb",2.2700000000000000e+02,,
"01136","1",1.0000000000000000e+00,"cup, sifted",1.0700000000000000e+02,,
"01136","2",1.0000000000000000e+00,"tbsp",7.0000000000000000e+00,,
"01137","1",1.0000000000000000e+00,"cup, sifted",6.7000000000000000e+01,,
"01137","2",1.0000000000000000e+00,"tbsp",4.0000000000000000e+00,,
"01138","1",1.0000000000000000e+00,"egg",7.0000000000000000e+01,,
"01139","1",1.0000000000000000e+00,"egg",1.4400000000000000e+02,,
"01140","1",1.0000000000000000e+00,"egg",9.0000000000000000e+00,,
"01141","1",1.0000000000000000e+00,"egg",7.9000000000000000e+01,,
"01144","1",3.4999999999999998e-01,"oz",9.9000000000000004e+00,,
"01144","2",6.9999999999999996e-01,"oz",2.0000000000000000e+01,,
"01145","1",1.0000000000000000e+00,"pat (1"" sq, 1/3"" high)",5.0000000000000000e+00,,
"01145","2",1.0000000000000000e+00,"tbsp",1.4199999999999999e+01,,
"01145","3",1.0000000000000000e+00,"cup",2.2700000000000000e+02,,
"01145","4",1.0000000000000000e+00,"stick",1.1300000000000000e+02,,
"01146","1",1.0000000000000000e+00,"tbsp",5.0000000000000000e+00,,
"01151","1",1.0000000000000000e+00,"cup",2.4500000000000000e+02,,
"01151","2",1.0000000000000000e+00,"quart",9.8000000000000000e+02,,
"01152","1",1.0000000000000000e+00,"cup",2.4500000000000000e+02,,
"01152","2",1.0000000000000000e+00,"quart",9.8000000000000000e+02,,
"01153","1",1.0000000000000000e+00,"fl oz",3.1500000000000000e+01,,
"01153","2",5.0000000000000000e-01,"cup",1.2600000000000000e+02,,
"01154","1",2.5000000000000000e-01,"cup",3.0000000000000000e+01,,
"01154","2",1.0000000000000000e+00,"cup",1.2000000000000000e+02,,
"01155","1",1.0000000000000000e+00,"cup",6.8000000000000000e+01,,
"01155","2",1.0000000000000000e+00,"envelope (1-1/3 cup)",9.1000000000000000e+01,,
"01156","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01157","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01159","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01160","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01160","2",5.0000000000000000e-01,"lb",2.2700000000000000e+02,,
"01161","1",1.0000000000000000e+00,"cup, shredded",1.1300000000000000e+02,,
"01161","2",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01161","3",1.0000000000000000e+00,"cubic inch",1.8000000000000000e+01,,
"01161","4",1.0000000000000000e+00,"slice",2.8000000000000000e+01,,
"01161","5",3.0000000000000000e+00,"oz",8.5000000000000000e+01,,
"01164","1",2.0000000000000000e+00,"tbsp",3.0000000000000000e+01,,
"01164","2",1.0000000000000000e+00,"cup",2.4300000000000000e+02,,
"01165","1",1.0000000000000000e+00,"cup, crumbled",1.3200000000000000e+02,,
"01165","2",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01166","1",1.0000000000000000e+00,"cup, diced",1.3200000000000000e+02,,
"01166","2",1.0000000000000000e+00,"cup, shredded",1.1300000000000000e+02,,
"01166","3",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01166","4",1.0000000000000000e+00,"cubic inch",1.8000000000000000e+01,,
"01166","5",1.0000000000000000e+00,"slice (1 oz)",2.8000000000000000e+01,,
"01167","1",1.0000000000000000e+00,"cup, diced",1.3200000000000000e+02,,
"01167","2",1.0000000000000000e+00,"cup, shredded",1.1300000000000000e+02,,
"01167","3",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01167","4",1.0000000000000000e+00,"cubic inch",1.7000000000000000e+01,,
"01167","5",1.0000000000000000e+00,"slice (1 oz)",2.8000000000000000e+01,,
"01168","1",1.0000000000000000e+00,"cup, diced",1.3200000000000000e+02,,
"01168","2",1.0000000000000000e+00,"cup, shredded",1.1300000000000000e+02,,
"01168","3",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01168","4",1.0000000000000000e+00,"cubic inch",1.7000000000000000e+01,,
"01168","5",1.0000000000000000e+00,"slice (1 oz)",2.8000000000000000e+01,,
"01169","1",1.0000000000000000e+00,"cup, diced",1.3200000000000000e+02,,
"01169","2",1.0000000000000000e+00,"cup, shredded",1.1300000000000000e+02,,
"01169","3",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01169","4",1.0000000000000000e+00,"cubic inch",1.7000000000000000e+01,,
"01169","5",1.0000000000000000e+00,"slice (1 oz)",2.8000000000000000e+01,,
"01171","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"01172","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"01173","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"01174","1",1.0000000000000000e+00,"cup",2.4600000000000000e+02,,
"01174","2",1.0000000000000000e+00,"quart",9.8400000000000000e+02,,
"01175","1",1.0000000000000000e+00,"cup",2.4400000000000000e+02,,
"01175","2",1.0000000000000000e+00,"quart",9.7600000000000000e+02,,
"01178","1",1.0000000000000000e+00,"tablespoon",1.2000000000000000e+01,,
"01178","2",1.0000000000000000e+00,"cup",2.3000000000000000e+02,,
"01179","1",1.0000000000000000e+00,"tablespoon",1.2000000000000000e+01,,
"01179","2",1.0000000000000000e+00,"cup",2.3000000000000000e+02,,
"01180","1",1.0000000000000000e+00,"tablespoon",1.2000000000000000e+01,,
"01180","2",1.0000000000000000e+00,"cup",2.3000000000000000e+02,,
"01182","1",1.0000000000000000e+00,"cup shredded",1.1300000000000000e+02,,
"01184","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01185","1",1.0000000000000000e+00,"tablespoon",5.0000000000000000e+00,,
"01186","1",1.0000000000000000e+00,"tbsp",1.8000000000000000e+01,6,2.5100000000000000e-01
"01187","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01188","1",2.0000000000000000e+00,"tbsp",3.3000000000000000e+01,,
"01189","1",2.0000000000000000e+00,"tbsp",3.5000000000000000e+01,,
"01190","1",1.0000000000000000e+00,"slice",2.1000000000000000e+01,,
"01191","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"01192","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"01193","1",2.0000000000000000e+00,"tbsp",3.1000000000000000e+01,,
"01194","1",2.0000000000000000e+00,"tbsp",3.2000000000000000e+01,,
"01199","1",2.0000000000000000e+00,"tbsp",2.9000000000000000e+01,1,
"01199","2",1.0000000000000000e+00,"pint",4.8400000000000000e+02,1,
"01200","1",1.0000000000000000e+00,"tablespoon",4.0000000000000000e+00,,
"01200","2",1.0000000000000000e+00,"cup",7.5000000000000000e+01,,
"01202","1",1.0000000000000000e+00,"cup",2.5000000000000000e+02,,
"01202","2",1.0000000000000000e+00,"fl oz",3.1199999999999999e+01,,
"01202","3",1.0000000000000000e+00,"quart",1.0000000000000000e+03,,
"01203","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01203","2",1.0000000000000000e+00,"cup (8 fl oz)",2.4500000000000000e+02,,
"01203","3",1.0000000000000000e+00,"container (8 oz)",2.2700000000000000e+02,,
"01204","1",1.0000000000000000e+00,"cup",1.0000000000000000e+02,,
"01204","2",1.0000000000000000e+00,"tbsp",5.0000000000000000e+00,,
"01204","3",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01205","1",1.0000000000000000e+00,"tbsp",1.5000000000000000e+01,1,
"01206","1",4.0000000000000000e+00,"tsp",1.2000000000000000e+01,1,
"01208","1",1.0000000000000000e+00,"cup, diced",1.3200000000000000e+02,,
"01208","2",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01208","3",1.0000000000000000e+00,"cup, shredded",1.1300000000000000e+02,,
"01208","4",1.0000000000000000e+00,"cubic inch",1.4300000000000001e+01,,
"01208","5",1.0000000000000000e+00,"slice (1 oz)",2.8000000000000000e+01,,
"01208","6",1.0000000000000000e+00,"package (6 oz)",1.7000000000000000e+02,,
"01209","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,1,
"01209","2",2.5000000000000000e-01,"cup",2.8000000000000000e+01,1,
"01210","1",1.0000000000000000e+00,"tbsp",8.5999999999999996e+00,3,1.3890000000000000e+00
"01210","2",1.0000000000000000e+00,"cup",1.0500000000000000e+02,3,3.8759999999999999e+00
"01211","1",1.0000000000000000e+00,"cup",2.4400000000000000e+02,,
"01211","2",1.0000000000000000e+00,"tbsp",1.5000000000000000e+01,,
"01211","3",1.0000000000000000e+00,"fl oz",3.0500000000000000e+01,,
"01211","4",1.0000000000000000e+00,"quart",9.7600000000000000e+02,,
"01212","1",1.0000000000000000e+00,"cup",1.2800000000000000e+02,,
"01212","2",2.5000000000000000e-01,"cup",3.2000000000000000e+01,,
"01214","1",1.0000000000000000e+00,"cup",2.5200000000000000e+02,,
"01214","2",1.0000000000000000e+00,"fl oz",3.1500000000000000e+01,,
"01214","3",1.0000000000000000e+00,"can (13 oz)",3.6900000000000000e+02,,
"01214","4",5.0000000000000000e-01,"cup",1.2600000000000000e+02,,
"01215","1",1.0000000000000000e+00,"slice 3/4 oz",2.1000000000000000e+01,,
"01215","2",1.0000000000000000e+00,"slice 2/3 oz",1.9000000000000000e+01,,
"01216","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01216","2",1.0000000000000000e+00,"container (4.4 oz)",1.2500000000000000e+02,,
"01216","3",1.0000000000000000e+00,"container (5 oz)",1.4200000000000000e+02,,
"01216","4",1.0000000000000000e+00,"cup (8 fl oz)",2.4500000000000000e+02,,
"01216","5",1.0000000000000000e+00,"container (8 oz)",2.2700000000000000e+02,,
"01216","6",5.0000000000000000e-01,"container (4 oz)",1.1300000000000000e+02,,
"01217","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01217","2",1.0000000000000000e+00,"cup (8 fl oz)",2.4500000000000000e+02,,
"01217","3",1.0000000000000000e+00,"container (8 oz)",2.2700000000000000e+02,,
"01217","5",1.0000000000000000e+00,"container, Dannon Sprinkl'ins (4.1 oz)",1.1600000000000000e+02,,
"01217","6",5.0000000000000000e-01,"container (4 oz)",1.1300000000000000e+02,,
"01218","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01218","2",1.0000000000000000e+00,"container (4.4 oz)",1.2500000000000000e+02,,
"01218","3",1.0000000000000000e+00,"cup (8 fl oz)",2.4500000000000000e+02,,
"01218","4",1.0000000000000000e+00,"container (8 oz)",2.2700000000000000e+02,,
"01219","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01219","2",1.0000000000000000e+00,"cup (8 fl oz)",2.4500000000000000e+02,,
"01219","3",1.0000000000000000e+00,"container (8 oz)",2.2700000000000000e+02,,
"01220","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01220","2",1.0000000000000000e+00,"container (8 oz)",2.2700000000000000e+02,,
"01220","3",5.0000000000000000e-01,"container (4 oz)",1.1300000000000000e+02,,
"01220","4",1.0000000000000000e+00,"cup (8 fl oz)",2.4500000000000000e+02,,
"01221","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01222","1",1.0000000000000000e+00,"container (6 oz)",1.7000000000000000e+02,,
"01223","1",1.0000000000000000e+00,"tbsp",1.1000000000000000e+01,,
"01224","1",2.0000000000000000e+00,"scoop",5.0000000000000000e+01,1,
"01225","1",1.0000000000000000e+00,"tbsp",1.9000000000000000e+01,4,2.2429999999999999e+00
"01226","1",2.5000000000000000e-01,"cup",6.0000000000000000e+01,,
"01226","2",1.0000000000000000e+00,"cup",2.4000000000000000e+02,,
"01227","1",1.0000000000000000e+00,"cup grated",9.7000000000000000e+01,12,1.3246000000000000e+01
"01228","1",1.0000000000000000e+00,"cup, crumbled",1.2200000000000000e+02,12,8.5600000000000005e+00
"01229","1",1.0000000000000000e+00,"cup, crumbled",1.1800000000000000e+02,12,5.5209999999999999e+00
"01230","1",1.0000000000000000e+00,"cup",2.4500000000000000e+02,,
"01231","1",1.0000000000000000e+00,"container",1.7000000000000000e+02,,
"01235","1",5.0000000000000000e-01,"cup",6.8000000000000000e+01,,
"01236","1",5.0000000000000000e-01,"cup",8.6000000000000000e+01,,
"01237","1",1.0000000000000000e+00,"bar",5.0000000000000000e+01,,
"01238","1",1.0000000000000000e+00,"serving",7.0000000000000000e+01,,
"01239","1",1.0000000000000000e+00,"serving",8.2000000000000000e+01,1,
"01240","1",1.0000000000000000e+00,"unit",9.6000000000000000e+01,1,
"01241","1",1.0000000000000000e+00,"serving",7.0000000000000000e+01,1,
"01242","1",1.0000000000000000e+00,"serving",7.0000000000000000e+01,1,
"01243","1",5.0000000000000000e-01,"cup",6.8000000000000000e+01,1,
"01244","1",1.0000000000000000e+00,"bar",6.8000000000000000e+01,2,
"01250","1",1.0000000000000000e+00,"can",2.2700000000000000e+02,1,
"01251","1",2.5000000000000000e-01,"cup shredded",2.8000000000000000e+01,,
"01252","1",1.0000000000000000e+00,"slice (2/3 oz)",1.9000000000000000e+01,,
"01252","2",1.0000000000000000e+00,"slice (3/4 oz)",2.1000000000000000e+01,,
"01253","1",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01253","2",1.0000000000000000e+00,"slice (3/4 oz)",2.1000000000000000e+01,,
"01253","3",1.0000000000000000e+00,"slice (1 oz)",2.8000000000000000e+01,,
"01253","4",1.0000000000000000e+00,"cubic inch",1.8000000000000000e+01,,
"01253","5",1.0000000000000000e+00,"cup, diced",1.4000000000000000e+02,,
"01253","6",1.0000000000000000e+00,"cup, shredded",1.1300000000000000e+02,,
"01253","7",1.0000000000000000e+00,"cup, melted",2.4400000000000000e+02,,
"01254","1",1.0000000000000000e+00,"cup",1.1300000000000000e+02,,
"01254","2",1.0000000000000000e+00,"oz",2.8350000000000001e+01,,
"01254","3",1.0000000000000000e+00,"slice (3/4 oz)",2.1000000000000000e+01,,
"01254","4",1.0000000000000000e+00,"package (8 oz)",2.2700000000000000e+02,,
"01255","1",1.0000000000000000e+00,"oz",2.8000000000000000e+01,,
"01256","1",1.0000000000000000e+00,"container",1.7000000000000000e+02,1,
"01258","1",1.0000000000000000e+00,"cup, sifted",1.0700000000000000e+02,,
"01258","2",1.0000000000000000e+00,"tbsp",7.0000000000000000e+00,,
"01259","1",1.0000000000000000e+00,"piece",2.1000000000000000e+01,12,4.8099999999999998e-01
"01259","2",1.0000000000000000e+00,"package",5.6600000000000000e+02,8,2.0842699999999999e+02
"01260","1",1.0000000000000000e+00,"slice",2.1000000000000000e+01,9,2.1450000000000000e+00
"01263","1",1.0000000000000000e+00,"medium",2.9800000000000000e+02,1,
"01264","1",2.6000000000000000e+01,"pieces",9.5000000000000000e+01,1,
"01265","1",1.0000000000000000e+00,"serving",2.8000000000000000e+01,1,
"01266","1",1.0000000000000000e+00,"serving",2.8000000000000000e+01,,
"01267","1",2.0000000000000000e+00,"tsp",5.0000000000000000e+00,1,
"01270","1",1.0000000000000000e+00,"slice (2/3 oz)",1.9000000000000000e+01,,
"01270","2",1.0000000000000000e+00,"slice (3/4 oz)",2.1000000000000000e+01,,
"01270","3",1.0000000000000000e+00,"slice (1 oz)",2.8000000000000000e+01,,
"01271","1",1.0000000000000000e+00,"cup",8.6000000000000000e+01,32,7.4969999999999999e+00
"01275","1",5.2999999999999998e+00,"oz",1.5000000000000000e+02,,
"01276","1",5.2999999999999998e+00,"oz",1.5000000000000000e+02,,
"01278","1",5.2999999999999998e+00,"oz",1.5000000000000000e+02,,
"01280","1",5.2999999999999998e+00,"oz",1.5000000000000000e+02,,
"01281","1",5.2999999999999998e+00,"oz",1.5000000000000000e+02,,
"01284","1",1.0000000000000000e+00,"container (5.3 oz)",1.5000000000000000e+02,,
"01285","1",1.0000000000000000e+00,"container (5.3 oz)",1.5000000000000000e+02,,
"01286","1",1.0000000000000000e+00,"container (5.3 oz)",1.5000000000000000e+02,,
"01287","1",1.0000000000000000e+00,"container (7 oz)",2.0000000000000000e+02,,
"01291","1",1.0000000000000000e+00,"cup",2.5200000000000000e+02,,
"01291","2",1.0000000000000000e+00,"fl oz",3.1500000000000000e+01,,
"01291","3",1.0000000000000000e+00,"can (13 oz)",3.6900000000000000e+02,,
"01291","4",5.0000000000000000e-01,"cup",1.2600000000000000e+02,,
"01295","1",1.0000000000000000e+00,"cup (8 fl oz)",2.4500000000000000e+02,,
"01295","2",1.0000000000000000e+00,"container (8 oz)",2.2700000000000000e+02,,
"01295","3",5.0000000000000000e-01,"container (4 oz)",1.1300000000000000e+02,,
"02001","1",1.0000000000000000e+00,"tsp",1.8999999999999999e+00,,
"02001","2",1.0000000000000000e+00,"tbsp",6.0000000000000000e+00,,
"02002","1",1.0000000000000000e+00,"tsp, whole",2.1000000000000001e+00,,
"02002","2",1.0000000000000000e+00,"tbsp, whole",6.7000000000000002e+00,,
"02003","1",1.0000000000000000e+00,"tsp, leaves",6.9999999999999996e-01,13,
"02003","2",1.0000000000000000e+00,"tbsp, leaves",2.1000000000000001e+00,30,1.2000000000000000e-01
"02003","3",1.0000000000000000e+00,"tsp, ground",1.3999999999999999e+00,,
"02003","4",1.0000000000000000e+00,"tbsp, ground",4.5000000000000000e+00,,
"02004","1",1.0000000000000000e+00,"tsp, crumbled",5.9999999999999998e-01,,
"02004","2",1.0000000000000000e+00,"tbsp, crumbled",1.8000000000000000e+00,,
"02005","1",1.0000000000000000e+00,"tsp",2.1000000000000001e+00,,
"02005","2",1.0000000000000000e+00,"tbsp",6.7000000000000002e+00,,
"02006","1",1.0000000000000000e+00,"tsp, ground",2.0000000000000000e+00,,
"02006","2",1.0000000000000000e+00,"tbsp, ground",5.7999999999999998e+00,,
"02007","1",1.0000000000000000e+00,"tsp",2.0000000000000000e+00,,
"02007","2",1.0000000000000000e+00,"tbsp",6.5000000000000000e+00,,
"02008","1",1.0000000000000000e+00,"tsp",5.9999999999999998e-01,,
"02008","2",1.0000000000000000e+00,"tbsp",1.8999999999999999e+00,,
"02009","1",1.0000000000000000e+00,"tsp",2.7000000000000002e+00,33,
"02009","2",1.0000000000000000e+00,"tbsp",8.0000000000000000e+00,30,1.0000000000000001e-01
"02010","1",1.0000000000000000e+00,"tsp",2.6000000000000001e+00,13,1.3000000000000000e-01
"02010","2",1.0000000000000000e+00,"tbsp",7.7999999999999998e+00,12,2.8799999999999998e-01
"02011","1",1.0000000000000000e+00,"tsp",2.1000000000000001e+00,30,1.2000000000000000e-01
"02011","2",1.0000000000000000e+00,"tbsp",6.5000000000000000e+00,30,1.6000000000000000e-01
"02012","1",1.0000000000000000e+00,"tsp",5.9999999999999998e-01,,
"02012","2",1.0000000000000000e+00,"tbsp",1.8000000000000000e+00,,
"02013","1",1.0000000000000000e+00,"tsp",1.8000000000000000e+00,,
"02013","2",1.0000000000000000e+00,"tbsp",5.0000000000000000e+00,,
"02014","1",1.0000000000000000e+00,"tsp, whole",2.1000000000000001e+00,,
"02014","2",1.0000000000000000e+00,"tbsp, whole",6.0000000000000000e+00,,
"02015","1",1.0000000000000000e+00,"tsp",2.0000000000000000e+00,,
"02015","2",1.0000000000000000e+00,"tbsp",6.2999999999999998e+00,,
"02016","1",1.0000000000000000e+00,"tsp",2.1000000000000001e+00,,
"02016","2",1.0000000000000000e+00,"tbsp",6.5999999999999996e+00,,
"02017","1",1.0000000000000000e+00,"tsp",1.0000000000000000e+00,,
"02017","2",1.0000000000000000e+00,"tbsp",3.1000000000000001e+00,,
"02018","1",1.0000000000000000e+00,"tsp, whole",2.0000000000000000e+00,,
"02018","2",1.0000000000000000e+00,"tbsp, whole",5.7999999999999998e+00,,
"02019","1",1.0000000000000000e+00,"tsp",3.7000000000000002e+00,,
"02019","2",1.0000000000000000e+00,"tbsp",1.1100000000000000e+01,,
"02020","1",1.0000000000000000e+00,"tsp",3.1000000000000001e+00,50,5.9999999999999998e-02
